class,feature,bin,x_median,x_min,x_max,shap_median,shap_mean,shap_q25,shap_q75,n
OIB,TIO2(WT%),5,1.422,1.35107884654164,1.509,-1.010538935661316,-1.025984764099121,-1.2435550689697266,-0.8128908276557922,645
OIB,TIO2(WT%),6,1.61,1.51,1.68,-0.657670795917511,-0.634717583656311,-0.8404813408851624,-0.45752009749412537,673
OIB,TIO2(WT%),7,1.76,1.683,1.88,-0.26748812198638916,-0.22354182600975037,-0.4493098556995392,-0.05215853452682495,677
OIB,TIO2(WT%),8,1.98,1.88046538094356,2.08,0.15196603536605835,0.19138476252555847,-0.03837689012289047,0.3728008568286896,684
OIB,TIO2(WT%),9,2.169,2.081,2.257,0.476277232170105,0.5614330768585205,0.289860337972641,0.81271892786026,654
OIB,TIO2(WT%),10,2.36,2.2591119266197,2.461,0.8248559236526489,0.903784453868866,0.5694723725318909,1.2501866817474365,672
OIB,TIO2(WT%),11,2.57,2.46116,2.67,0.9890846014022827,1.0141674280166626,0.6597557067871094,1.3237671852111816,675
OIB,TIO2(WT%),12,2.8,2.674,2.96,1.3451569080352783,1.3543477058410645,1.0811634063720703,1.6525229215621948,680
OIB,TIO2(WT%),13,3.1,2.963,3.21,1.4248862266540527,1.4397906064987183,1.0986065864562988,1.765056848526001,672
OIB,TIO2(WT%),14,3.35,3.211,3.563,1.7016246318817139,1.6983015537261963,1.41591215133667,2.0001375675201416,660
OIB,TIO2(WT%),15,3.88,3.568,6.67,1.761161208152771,1.753750205039978,1.493924617767334,2.0323963165283203,672
