PAPER_ID,DATABASE,CV_GROUP_V4,PAPER_DOI,CITATION,PAPER_FIRST_AUTHOR,PAPER_YEAR,N_SAMPLES
PAPER|PETDB|CITATION_SHA1|7b7608cca6cf4aaa,PetDB,PAPER|PETDB|CITATION_SHA1|7b7608cca6cf4aaa,,"Johnson, G. L., Jakobsson, S. P. (1985). STRUCTURE AND PETROLOGY OF THE REYKJANES RIDGE BETWEEN 62 DEGREE 55ÕN AND 63 DEGREE 48ÕN. J GEOPHYS RES, 90, 10073-10083.",JOHNSON,1985,8
PAPER|PETDB|CITATION_SHA1|dfeb7f7964f3b2c3,PetDB,PAPER|PETDB|CITATION_SHA1|dfeb7f7964f3b2c3,,"Kingsley, R. H., Schilling, J., ... Thompson, G. (1985). PETROLOGICAL AND GEOCHEMICAL VARIATIONS ALONG THE MID-ATLANTIC RIDGE BETWEEN 46 DEGREE S AND 32 DEGREE S: INFLUENCE OF THE TRISTAN DE CUNHA MANTLE PLUME. GEOCHIM COSMOCHIM ACTA, 49, 1445-1464.",KINGSLEY,1985,32
PAPER|GEOROC|CITATION_ID|1225,GEOROC,PAPER|GEOROC|CITATION_ID|1225,,[1225] KURZ M. D. (1985),KURZ,1985,11
PAPER|GEOROC|CITATION_ID|4883,GEOROC,PAPER|GEOROC|CITATION_ID|4883,,[4883] LARSEN L. M. (1985),LARSEN,1985,9
PAPER|PETDB|CITATION_SHA1|01d9414702f0001e,PetDB,PAPER|PETDB|CITATION_SHA1|01d9414702f0001e,,"Laschek, D. (1985). GEOCHEMISCHE UNTERSUCHUNGEN AN BASALTEN VOM GALAPAGOS SPREADING CENTER UND VOM EAST PACIFIC RISE. THESIS OR DISSERTATION, DOCTORAL, UNIV KARLSRUHE; MONOGRAPHIC",LASCHEK,1985,67
PAPER|GEOROC|CITATION_ID|528,GEOROC,PAPER|GEOROC|CITATION_ID|528,,[528] LE ROEX A. P. (1985),LE,1985,25
PAPER|GEOROC|CITATION_ID|113,GEOROC,PAPER|GEOROC|CITATION_ID|113,,[113] LIPMAN P. W. (1985),LIPMAN,1985,4
PAPER|GEOROC|CITATION_ID|4598,GEOROC,PAPER|GEOROC|CITATION_ID|4598,,[4598] LYLE P. (1985),LYLE,1985,9
PAPER|GEOROC|CITATION_ID|5975,GEOROC,PAPER|GEOROC|CITATION_ID|5975,,[5975] MACIA C. S. (1985),MACIA,1985,2
PAPER|GEOROC|CITATION_ID|1925,GEOROC,PAPER|GEOROC|CITATION_ID|1925,,[1925] MAHONEY J. J. (1985),MAHONEY,1985,39
PAPER|GEOROC|CITATION_ID|1669,GEOROC,PAPER|GEOROC|CITATION_ID|1669,,[1669] MANTOVANI M. S. M. (1985),MANTOVANI,1985,10
PAPER|PETDB|CITATION_SHA1|0299d98128ed1b53,PetDB,PAPER|PETDB|CITATION_SHA1|0299d98128ed1b53,,"Maury, R. C., Bougault, H., ... Joron, J. (1985). LOCAL VERSUS REGIONAL MANTLE HETEROGENEITIES: EVIDENCE FROM HYGROMAGMAPHILE ELEMENTS. INIT REP DSDP, 82, 459-482.",MAURY,1985,12
PAPER|GEOROC|CITATION_ID|609,GEOROC,PAPER|GEOROC|CITATION_ID|609,,[609] MCBIRNEY A. R. (1985),MCBIRNEY,1985,2
PAPER|GEOROC|CITATION_ID|1518,GEOROC,PAPER|GEOROC|CITATION_ID|1518,,[1518] MEYER P. S. (1985),MEYER,1985,120
PAPER|GEOROC|CITATION_ID|3432,GEOROC,PAPER|GEOROC|CITATION_ID|3432,,[3432] MORRISON M. A. (1985),MORRISON,1985,3
PAPER|GEOROC|CITATION_ID|5000,GEOROC,PAPER|GEOROC|CITATION_ID|5000,,[5000] MYAKE Y. (1985),MYAKE,1985,2
PAPER|GEOROC|CITATION_ID|463,GEOROC,PAPER|GEOROC|CITATION_ID|463,,[463] NATLAND J. H. (1985),NATLAND,1985,16
PAPER|GEOROC|CITATION_ID|2797,GEOROC,PAPER|GEOROC|CITATION_ID|2797,,[2797] NOTSU K. (1985),NOTSU,1985,1
PAPER|GEOROC|CITATION_ID|2417,GEOROC,PAPER|GEOROC|CITATION_ID|2417,,[2417] PEDERSEN A. K. (1985),PEDERSEN,1985,32
PAPER|GEOROC|CITATION_ID|14649,GEOROC,PAPER|GEOROC|CITATION_ID|14649,,[14649] PHILPOTTS A. R. (1985),PHILPOTTS,1985,3
PAPER|GEOROC|CITATION_ID|2962,GEOROC,PAPER|GEOROC|CITATION_ID|2962,,[2962] RYABOV V. V. (1985),RYABOV,1985,18
PAPER|PETDB|CITATION_SHA1|8b60ad32177cfb29,PetDB,PAPER|PETDB|CITATION_SHA1|8b60ad32177cfb29,,"Sarda, P., Allegre, C. J., ... Staudacher, T. (1985). 40AR/36AR IN MORB GLASSES: CONSTRAINTS ON ATMOSPHERE AND MANTLE EVOLUTION. EARTH PLANET SCI LETT, 72, 357-375.",SARDA,1985,1
PAPER|GEOROC|CITATION_ID|4233,GEOROC,PAPER|GEOROC|CITATION_ID|4233,,[4233] SASAKI Y. (1985),SASAKI,1985,13
PAPER|GEOROC|CITATION_ID|833,GEOROC,PAPER|GEOROC|CITATION_ID|833,,[833] SHEPPARD S. M. F. (1985),SHEPPARD,1985,1
PAPER|GEOROC|CITATION_ID|4194,GEOROC,PAPER|GEOROC|CITATION_ID|4194,,[4194] SHUTO K. (1985),SHUTO,1985,9
PAPER|GEOROC|CITATION_ID|4209,GEOROC,PAPER|GEOROC|CITATION_ID|4209,,[4209] SHUTO K. (1985),SHUTO,1985,16
PAPER|GEOROC|CITATION_ID|4205,GEOROC,PAPER|GEOROC|CITATION_ID|4205,,[4205] SIDERS M. A. (1985),SIDERS,1985,17
PAPER|GEOROC|CITATION_ID|1926,GEOROC,PAPER|GEOROC|CITATION_ID|1926,,[1926] SREENIVASA RAO M. (1985),SREENIVASA,1985,18
PAPER|GEOROC|CITATION_ID|1503,GEOROC,PAPER|GEOROC|CITATION_ID|1503,,[1503] STEINTHORSSON S. (1985),STEINTHORSSON,1985,16
PAPER|GEOROC|CITATION_ID|5018,GEOROC,PAPER|GEOROC|CITATION_ID|5018,,[5018] WADA K. (1985),WADA,1985,2
PAPER|GEOROC|CITATION_ID|760,GEOROC,PAPER|GEOROC|CITATION_ID|760,,[760] BARDINTZEFF J.-M. (1986),BARDINTZEFF,1986,2
PAPER|GEOROC|CITATION_ID|1922,GEOROC,PAPER|GEOROC|CITATION_ID|1922,,[1922] BEANE J. E. (1986),BEANE,1986,55
PAPER|GEOROC|CITATION_ID|4636,GEOROC,PAPER|GEOROC|CITATION_ID|4636,,[4636] BELLIENI G. (1986),BELLIENI,1986,22
PAPER|GEOROC|CITATION_ID|9139,GEOROC,PAPER|GEOROC|CITATION_ID|9139,,[9139] DOSTAL J. (1986),DOSTAL,1986,6
PAPER|PETDB|CITATION_SHA1|847f57452fb42187,PetDB,PAPER|PETDB|CITATION_SHA1|847f57452fb42187,,"Frey, F. A., Riggs-sneeringer, M., ... Kennedy, A. K. (1986). GEOCHEMISTRY OF BASALTS FROM THE INDIAN OCEAN TRIPLE JUNCTION: IMPLICATIONS FOR THE GENERATION AND EVOLUTION OF INDIAN OCEAN RIDGE BASALTS. EARTH PLANET SCI LETT, 78, 379-396.",FREY,1986,11
PAPER|GEOROC|CITATION_ID|358,GEOROC,PAPER|GEOROC|CITATION_ID|358,,[358] GARCIA M. O. (1986),GARCIA,1986,1
PAPER|GEOROC|CITATION_ID|601,GEOROC,PAPER|GEOROC|CITATION_ID|601,,[601] GEIST D. J. (1986),GEIST,1986,3
PAPER|GEOROC|CITATION_ID|712,GEOROC,PAPER|GEOROC|CITATION_ID|712,,[712] GERLACH D. C. (1986),GERLACH,1986,9
PAPER|GEOROC|CITATION_ID|2857,GEOROC,PAPER|GEOROC|CITATION_ID|2857,,[2857] GOLES G. G. (1986),GOLES,1986,23
PAPER|GEOROC|CITATION_ID|4498,GEOROC,PAPER|GEOROC|CITATION_ID|4498,,[4498] HAYASHI S. (1986),HAYASHI,1986,4
PAPER|GEOROC|CITATION_ID|3631,GEOROC,PAPER|GEOROC|CITATION_ID|3631,,[3631] HICKEY R. L. (1986),HICKEY,1986,22
PAPER|GEOROC|CITATION_ID|10485,GEOROC,PAPER|GEOROC|CITATION_ID|10485,,[10485] IMAOKA T. (1986),IMAOKA,1986,3
PAPER|GEOROC|CITATION_ID|3220,GEOROC,PAPER|GEOROC|CITATION_ID|3220,,[3220] KOYAGUCHI T. (1986),KOYAGUCHI,1986,7
PAPER|GEOROC|CITATION_ID|3853,GEOROC,PAPER|GEOROC|CITATION_ID|3853,,[3853] KOYAGUCHI T. (1986),KOYAGUCHI,1986,9
PAPER|GEOROC|CITATION_ID|4199,GEOROC,PAPER|GEOROC|CITATION_ID|4199,,[4199] KURASAWA H. (1986),KURASAWA,1986,12
PAPER|PETDB|CITATION_SHA1|c016f6e3ab0e3bd5,PetDB,PAPER|PETDB|CITATION_SHA1|c016f6e3ab0e3bd5,,"Liias, R. A. (1986). GEOCHEMISTRY AND PETROGENESIS OF BASALTS ERUPTED ALONG THE JUAN DE FUCA RIDGE. THESIS OR DISSERTATION, DOCTORAL, UNIV MASS, AMHERST; MONOGRAPHIC",LIIAS,1986,116
PAPER|GEOROC|CITATION_ID|780,GEOROC,PAPER|GEOROC|CITATION_ID|780,,[780] LIOTARD J.- M. (1986),LIOTARD,1986,25
PAPER|GEOROC|CITATION_ID|1220,GEOROC,PAPER|GEOROC|CITATION_ID|1220,,[1220] MAALOE S. (1986),MAALOE,1986,13
PAPER|PETDB|CITATION_SHA1|329279883c5fe7a6,PetDB,PAPER|PETDB|CITATION_SHA1|329279883c5fe7a6,,"Michard, A., Schlich, R., ... Montigny, R. (1986). GEOCHEMISTRY OF THE MANTLE BENEATH THE RODRIGUEZ TRIPLE JUNCTION AND THE SOUTH-EAST INDIAN RIDGE. EARTH PLANET SCI LETT, 78, 104-111.",MICHARD,1986,1
PAPER|GEOROC|CITATION_ID|3907,GEOROC,PAPER|GEOROC|CITATION_ID|3907,,[3907] MORRIS P. A. (1986),MORRIS,1986,23
PAPER|GEOROC|CITATION_ID|1313,GEOROC,PAPER|GEOROC|CITATION_ID|1313,,[1313] NOUGIER J. (1986),NOUGIER,1986,2
PAPER|GEOROC|CITATION_ID|452,GEOROC,PAPER|GEOROC|CITATION_ID|452,,[452] PALACZ Z. A. (1986),PALACZ,1986,12
PAPER|GEOROC|CITATION_ID|3242,GEOROC,PAPER|GEOROC|CITATION_ID|3242,,[3242] SAKUYAMA M. (1986),SAKUYAMA,1986,6
PAPER|PETDB|CITATION_SHA1|c8b851c825237b41,PetDB,PAPER|PETDB|CITATION_SHA1|c8b851c825237b41,,"Schilling, J., Hanan, B. B., ... Kingsley, R. H. (1986). PB ISOTOPE EVIDENCE IN THE SOUTH ATLANTIC FOR MIGRATING RIDGE-HOT SPOT INTERACTIONS. NATURE, 322, 137-144.",SCHILLING,1986,1
PAPER|GEOROC|CITATION_ID|4208,GEOROC,PAPER|GEOROC|CITATION_ID|4208,,[4208] SHUTO K. (1986),SHUTO,1986,10
PAPER|GEOROC|CITATION_ID|1377,GEOROC,PAPER|GEOROC|CITATION_ID|1377,,[1377] STAUDIGEL H. (1986),STAUDIGEL,1986,11
PAPER|GEOROC|CITATION_ID|4207,GEOROC,PAPER|GEOROC|CITATION_ID|4207,,[4207] TAKIMOTO T. (1986),TAKIMOTO,1986,8
PAPER|GEOROC|CITATION_ID|3434,GEOROC,PAPER|GEOROC|CITATION_ID|3434,,[3434] THOMPSON R. N. (1986),THOMPSON,1986,7
PAPER|GEOROC|CITATION_ID|4196,GEOROC,PAPER|GEOROC|CITATION_ID|4196,,[4196] TSUCHIYA NOBUYUKI (1986),TSUCHIYA,1986,8
PAPER|GEOROC|CITATION_ID|19047,GEOROC,PAPER|GEOROC|CITATION_ID|19047,,[19047] AHMAD T. (1987),AHMAD,1987,30
PAPER|GEOROC|CITATION_ID|762,GEOROC,PAPER|GEOROC|CITATION_ID|762,,[762] BAKER P. E. (1987),BAKER,1987,12
PAPER|GEOROC|CITATION_ID|1910,GEOROC,PAPER|GEOROC|CITATION_ID|1910,,[1910] BAKSI A. K. (1987),BAKSI,1987,8
PAPER|GEOROC|CITATION_ID|15347,GEOROC,PAPER|GEOROC|CITATION_ID|15347,,[15347] BROWN P. E. (1987),BROWN,1987,5
PAPER|GEOROC|CITATION_ID|5491,GEOROC,PAPER|GEOROC|CITATION_ID|5491,,[5491] BRÜGMANN G. E. (1987),BRUGMANN,1987,2
PAPER|GEOROC|CITATION_ID|912,GEOROC,PAPER|GEOROC|CITATION_ID|912,,[912] CABRERA LAGUNILLA M. P. (1987),CABRERA,1987,27
PAPER|GEOROC|CITATION_ID|8026,GEOROC,PAPER|GEOROC|CITATION_ID|8026,,[8026] CAPALDI G. (1987),CAPALDI,1987,4
PAPER|GEOROC|CITATION_ID|16543,GEOROC,PAPER|GEOROC|CITATION_ID|16543,,[16543] CARLSON R. W. (1987),CARLSON,1987,33
PAPER|GEOROC|CITATION_ID|177,GEOROC,PAPER|GEOROC|CITATION_ID|177,,[177] CASADEVALL T. J. (1987),CASADEVALL,1987,18
PAPER|GEOROC|CITATION_ID|178,GEOROC,PAPER|GEOROC|CITATION_ID|178,,[178] CASADEVALL T. J. (1987),CASADEVALL,1987,56
PAPER|GEOROC|CITATION_ID|53,GEOROC,PAPER|GEOROC|CITATION_ID|53,,[53] CLAGUE D. A. (1987),CLAGUE,1987,1
PAPER|GEOROC|CITATION_ID|9244,GEOROC,PAPER|GEOROC|CITATION_ID|9244,,[9244] CONDIE K. C. (1987),CONDIE,1987,20
PAPER|GEOROC|CITATION_ID|596,GEOROC,PAPER|GEOROC|CITATION_ID|596,,[596] CULLEN A. B. (1987),CULLEN,1987,11
PAPER|GEOROC|CITATION_ID|3382,GEOROC,PAPER|GEOROC|CITATION_ID|3382,,[3382] FALLOON T. J. (1987),FALLOON,1987,6
PAPER|GEOROC|CITATION_ID|1238,GEOROC,PAPER|GEOROC|CITATION_ID|1238,,[1238] FITTON J. G. (1987),FITTON,1987,3
PAPER|GEOROC|CITATION_ID|316,GEOROC,PAPER|GEOROC|CITATION_ID|316,,[316] FODOR R. V. (1987),FODOR,1987,8
PAPER|GEOROC|CITATION_ID|4538,GEOROC,PAPER|GEOROC|CITATION_ID|4538,,[4538] FURNES H. (1987),FURNES,1987,34
PAPER|GEOROC|CITATION_ID|16274,GEOROC,PAPER|GEOROC|CITATION_ID|16274,,[16274] GRZESCZYK A. (1987),GRZESCZYK,1987,10
PAPER|GEOROC|CITATION_ID|214,GEOROC,PAPER|GEOROC|CITATION_ID|214,,[214] HELZ R. T. (1987),HELZ,1987,4
PAPER|GEOROC|CITATION_ID|3533,GEOROC,PAPER|GEOROC|CITATION_ID|3533,,[3533] HONJO N. (1987),HONJO,1987,1
PAPER|GEOROC|CITATION_ID|9305,GEOROC,PAPER|GEOROC|CITATION_ID|9305,,[9305] JOLLY W. T. (1987),JOLLY,1987,20
PAPER|GEOROC|CITATION_ID|9739,GEOROC,PAPER|GEOROC|CITATION_ID|9739,,[9739] JOLLY W. T. (1987),JOLLY,1987,9
PAPER|GEOROC|CITATION_ID|6763,GEOROC,PAPER|GEOROC|CITATION_ID|6763,,[6763] KIMURA M. (1987),KIMURA,1987,1
PAPER|GEOROC|CITATION_ID|43,GEOROC,PAPER|GEOROC|CITATION_ID|43,,[43] LANPHERE M. A. (1987),LANPHERE,1987,14
PAPER|GEOROC|CITATION_ID|9336,GEOROC,PAPER|GEOROC|CITATION_ID|9336,,[9336] LEBRAS M. (1987),LEBRAS,1987,3
PAPER|GEOROC|CITATION_ID|661,GEOROC,PAPER|GEOROC|CITATION_ID|661,,[661] LEMARCHAND F. (1987),LEMARCHAND,1987,25
PAPER|GEOROC|CITATION_ID|2168,GEOROC,PAPER|GEOROC|CITATION_ID|2168,,[2168] LOCKWOOD J. P. (1987),LOCKWOOD,1987,19
PAPER|PETDB|CITATION_SHA1|c285a800294291f4,PetDB,PAPER|PETDB|CITATION_SHA1|c285a800294291f4,,"Lonsdale, P. F., Allan, J. F., ... Batiza, R. (1987). PETROLOGY AND CHEMISTRY OF LAVAS FROM SEAMOUNTS FLANKING THE EAST PACIFIC RISE AXIS, 21 DEG N: IMPLICATIONS CONCERNING THE MANTLE SOURCE COMPOSITION FOR BOTH SEAMOUNT AND ADJACENT EPR LAVAS. AGU GEOPHYS MONOGR, 43, 255-282.",LONSDALE,1987,1
PAPER|GEOROC|CITATION_ID|1417,GEOROC,PAPER|GEOROC|CITATION_ID|1417,,[1417] MACDONALD R. (1987),MACDONALD,1987,3
PAPER|GEOROC|CITATION_ID|6831,GEOROC,PAPER|GEOROC|CITATION_ID|6831,,[6831] MATSUI KOJI (1987),MATSUI,1987,5
PAPER|PETDB|CITATION_SHA1|74c347ff29b3a7c3,PetDB,PAPER|PETDB|CITATION_SHA1|74c347ff29b3a7c3,,"Michael, P. J., Chase, R. L. (1987). THE INFLUENCE OF PRIMARY MAGMA COMPOSITION, H2O AND PRESSURE ON MID-OCEAN RIDGE BASALT DIFFERENTIATION. CONTRIB MINERAL PETROL, 96, 245-263.",MICHAEL,1987,1
PAPER|GEOROC|CITATION_ID|179,GEOROC,PAPER|GEOROC|CITATION_ID|179,,[179] MOORE RICHARD B. (1987),MOORE,1987,23
PAPER|GEOROC|CITATION_ID|25,GEOROC,PAPER|GEOROC|CITATION_ID|25,,[25] MOORE J. G. (1987),MOORE,1987,34
PAPER|GEOROC|CITATION_ID|2321,GEOROC,PAPER|GEOROC|CITATION_ID|2321,,[2321] NAKANO S. (1987),NAKANO,1987,8
PAPER|GEOROC|CITATION_ID|4405,GEOROC,PAPER|GEOROC|CITATION_ID|4405,,[4405] NAKANO S. (1987),NAKANO,1987,2
PAPER|GEOROC|CITATION_ID|2316,GEOROC,PAPER|GEOROC|CITATION_ID|2316,,[2316] NOTSU K. (1987),NOTSU,1987,1
PAPER|GEOROC|CITATION_ID|4381,GEOROC,PAPER|GEOROC|CITATION_ID|4381,,[4381] NOTSU K. (1987),NOTSU,1987,9
PAPER|GEOROC|CITATION_ID|4174,GEOROC,PAPER|GEOROC|CITATION_ID|4174,,[4174] OKAMURA S. (1987),OKAMURA,1987,4
PAPER|GEOROC|CITATION_ID|4605,GEOROC,PAPER|GEOROC|CITATION_ID|4605,,[4605] PEDERSEN A. K. (1987),PEDERSEN,1987,4
PAPER|GEOROC|CITATION_ID|2652,GEOROC,PAPER|GEOROC|CITATION_ID|2652,,[2652] PETRINI R. (1987),PETRINI,1987,43
PAPER|GEOROC|CITATION_ID|4754,GEOROC,PAPER|GEOROC|CITATION_ID|4754,,[4754] PICCIRILLO E. M. (1987),PICCIRILLO,1987,6
PAPER|PETDB|CITATION_SHA1|ec8774234b413fa8,PetDB,PAPER|PETDB|CITATION_SHA1|ec8774234b413fa8,,"Reid, A. M., Erlank, A. J., ... Dick, H. J. B. (1987). LOCAL AND REGIONAL HETEROGENEITY IN MORB FROM THE MID-ATLANTIC RIDGE BETWEEN 54.5 DEGREE S AND 51 DEGREE S: EVIDENCE FOR GEOCHEMICAL ENRICHMENT. GEOCHIM COSMOCHIM ACTA, 51, 541-555.",REID,1987,27
PAPER|PETDB|CITATION_SHA1|d15f01acbd2401ba,PetDB,PAPER|PETDB|CITATION_SHA1|d15f01acbd2401ba,,"Ryan, J. G., Langmuir, C. H. (1987). THE SYSTEMATICS OF LITHIUM ABUNDANCES IN YOUNG VOLCANIC ROCKS. GEOCHIM COSMOCHIM ACTA, 51, 1727-1741.",RYAN,1987,4
PAPER|PETDB|CITATION_SHA1|bb9f988ab63d4f6f,PetDB,PAPER|PETDB|CITATION_SHA1|bb9f988ab63d4f6f,,"Shea, G. T. F. (1987). A PETROLOGIC STUDY OF BASALTS FROM THE MAGIC MOUNTAIN HYDROTHERMAL AREA, SOUTHERN EXPLORER RIDGE, NORTHEAST PACIFIC OCEAN. THESIS OR DISSERTATION, MASTER'S, UNIV BC; MONOGRAPHIC",SHEA,1987,5
PAPER|GEOROC|CITATION_ID|2455,GEOROC,PAPER|GEOROC|CITATION_ID|2455,,[2455] SINTON J. M. (1987),SINTON,1987,36
PAPER|GEOROC|CITATION_ID|2452,GEOROC,PAPER|GEOROC|CITATION_ID|2452,,[2452] VOLPE A. M. (1987),VOLPE,1987,12
PAPER|GEOROC|CITATION_ID|482,GEOROC,PAPER|GEOROC|CITATION_ID|482,,[482] WEAVER B. L. (1987),WEAVER,1987,20
PAPER|GEOROC|CITATION_ID|1233,GEOROC,PAPER|GEOROC|CITATION_ID|1233,,[1233] WOLFE E. W. (1987),WOLFE,1987,1
PAPER|GEOROC|CITATION_ID|1192,GEOROC,PAPER|GEOROC|CITATION_ID|1192,,[1192] ALBAREDE F. (1988),ALBAREDE,1988,40
PAPER|GEOROC|CITATION_ID|1905,GEOROC,PAPER|GEOROC|CITATION_ID|1905,,[1905] AL^MUKHAMEDOV A. I. (1988),ALMUKHAMEDOV,1988,16
PAPER|GEOROC|CITATION_ID|6643,GEOROC,PAPER|GEOROC|CITATION_ID|6643,,[6643] BAILEY J. C. (1988),BAILEY,1988,6
PAPER|GEOROC|CITATION_ID|2589,GEOROC,PAPER|GEOROC|CITATION_ID|2589,,[2589] BEANE J. E. (1988),BEANE,1988,2
PAPER|GEOROC|CITATION_ID|2133,GEOROC,PAPER|GEOROC|CITATION_ID|2133,,[2133] BERG J. H. (1988),BERG,1988,2
PAPER|GEOROC|CITATION_ID|235,GEOROC,PAPER|GEOROC|CITATION_ID|235,,[235] BOHRSON W. A. (1988),BOHRSON,1988,1
PAPER|PETDB|CITATION_SHA1|93fb9598a0f90f0e,PetDB,PAPER|PETDB|CITATION_SHA1|93fb9598a0f90f0e,,"Bonatti, E., Seyler, M., ... Joron, J. (1988). BASALTIC DYKES FROM ZABARGAD ISLAND, RED SEA: PETROLOGY AND GEOCHEMISTRY. TECTONOPHYSICS, 150, 229-248.",BONATTI,1988,44
PAPER|GEOROC|CITATION_ID|13057,GEOROC,PAPER|GEOROC|CITATION_ID|13057,,[13057] BROTZU P. (1988),BROTZU,1988,22
PAPER|PETDB|CITATION_SHA1|0412cfd65598ee63,PetDB,PAPER|PETDB|CITATION_SHA1|0412cfd65598ee63,,"Calvez, J. Y., Joron, J., ... Bougault, H. (1988). THE GEOCHEMICAL STRUCTURE OF THE SOUTH-EAST INDIAN RIDGE. EARTH PLANET SCI LETT, 88, 47-59.",CALVEZ,1988,12
PAPER|GEOROC|CITATION_ID|336,GEOROC,PAPER|GEOROC|CITATION_ID|336,,[336] CLAGUE D. A. (1988),CLAGUE,1988,20
PAPER|GEOROC|CITATION_ID|3627,GEOROC,PAPER|GEOROC|CITATION_ID|3627,,[3627] DAVIDSON J. P. (1988),DAVIDSON,1988,1
PAPER|GEOROC|CITATION_ID|1326,GEOROC,PAPER|GEOROC|CITATION_ID|1326,,[1326] DOSSO L. (1988),DOSSO,1988,1
PAPER|GEOROC|CITATION_ID|815,GEOROC,PAPER|GEOROC|CITATION_ID|815,,[815] DUPUY C. (1988),DUPUY,1988,12
PAPER|GEOROC|CITATION_ID|1229,GEOROC,PAPER|GEOROC|CITATION_ID|1229,,[1229] FISK M. R. (1988),FISK,1988,24
PAPER|PETDB|CITATION_SHA1|0f5bb956c4799c8a,PetDB,PAPER|PETDB|CITATION_SHA1|0f5bb956c4799c8a,,"Francis, T. J. G., Embley, R. W., ... Jonasson, I. R. (1988). SUBMERSIBLE INVESTIGATION OF AN EXTINCT HYDROTHERMAL SYSTEM ON THE GALAPAGOS RIDGE: SULFIDE MOUND, STOCKWORK ZONE, AND DIFFERENTIATED LAVAS. CAN MINERAL, 26, 517-539.",FRANCIS,1988,10
PAPER|GEOROC|CITATION_ID|3185,GEOROC,PAPER|GEOROC|CITATION_ID|3185,,[3185] FUJINAWA A. (1988),FUJINAWA,1988,17
PAPER|GEOROC|CITATION_ID|228,GEOROC,PAPER|GEOROC|CITATION_ID|228,,[228] GARCIA M. O. (1988),GARCIA,1988,67
PAPER|GEOROC|CITATION_ID|3216,GEOROC,PAPER|GEOROC|CITATION_ID|3216,,[3216] GERLACH D. C. (1988),GERLACH,1988,13
PAPER|GEOROC|CITATION_ID|726,GEOROC,PAPER|GEOROC|CITATION_ID|726,,[726] GERLACH D. C. (1988),GERLACH,1988,3
PAPER|GEOROC|CITATION_ID|3007,GEOROC,PAPER|GEOROC|CITATION_ID|3007,,[3007] GILL J. B. (1988),GILL,1988,3
PAPER|GEOROC|CITATION_ID|1119,GEOROC,PAPER|GEOROC|CITATION_ID|1119,,[1119] HEMOND C. (1988),HEMOND,1988,19
PAPER|GEOROC|CITATION_ID|1746,GEOROC,PAPER|GEOROC|CITATION_ID|1746,,[1746] HOOPER P. R. (1988),HOOPER,1988,12
PAPER|PETDB|CITATION_SHA1|ac259e5b4f1e967c,PetDB,PAPER|PETDB|CITATION_SHA1|ac259e5b4f1e967c,,"Humler, E., Whitechurch, H. (1988). PETROLOGY OF BASALTS FROM THE CENTRAL INDIAN RIDGE (LAT. 25 DEGREE 23ÕS, LONG. 70 DEGREE 04ÕE): ESTIMATES OF FREQUENCIES AND FRACTIONAL VOLUMES OF MAGMA INJECTIONS IN A TWO-LAYERED RESERVOIR. EARTH PLANET SCI LETT, 88, 169-181.",HUMLER,1988,3
PAPER|PETDB|CITATION_SHA1|190fdef2a8b5c255,PetDB,PAPER|PETDB|CITATION_SHA1|190fdef2a8b5c255,,"Karsten, J. L. (1988). SPATIAL AND TEMPORAL VARIATIONS IN THE PETROLOGY, MORPHOLOGY AND TECTONICS OF A MIGRATING SPREADING CENTER: THE ENDEAVOR SEGMENT, JUAN DE FUCA RIDGE. THESIS OR DISSERTATION, DOCTORAL, UNIV WASH; MONOGRAPHIC",KARSTEN,1988,51
PAPER|GEOROC|CITATION_ID|13076,GEOROC,PAPER|GEOROC|CITATION_ID|13076,,[13076] KELLOGG K. S. (1988),KELLOGG,1988,4
PAPER|GEOROC|CITATION_ID|2592,GEOROC,PAPER|GEOROC|CITATION_ID|2592,,[2592] KRISHNAMURTHY P. (1988),KRISHNAMURTHY,1988,2
PAPER|GEOROC|CITATION_ID|3795,GEOROC,PAPER|GEOROC|CITATION_ID|3795,,[3795] KULP J. L. (1988),KULP,1988,2
PAPER|GEOROC|CITATION_ID|1902,GEOROC,PAPER|GEOROC|CITATION_ID|1902,,[1902] LIGHTFOOT P. C. (1988),LIGHTFOOT,1988,14
PAPER|GEOROC|CITATION_ID|4608,GEOROC,PAPER|GEOROC|CITATION_ID|4608,,[4608] LYLE P. (1988),LYLE,1988,12
PAPER|GEOROC|CITATION_ID|2867,GEOROC,PAPER|GEOROC|CITATION_ID|2867,,[2867] MANTOVANI M. S. M. (1988),MANTOVANI,1988,15
PAPER|GEOROC|CITATION_ID|4760,GEOROC,PAPER|GEOROC|CITATION_ID|4760,,[4760] MANTOVANI M. S. M. (1988),MANTOVANI,1988,3
PAPER|GEOROC|CITATION_ID|227,GEOROC,PAPER|GEOROC|CITATION_ID|227,,[227] NEAL C. A. (1988),NEAL,1988,43
PAPER|GEOROC|CITATION_ID|2796,GEOROC,PAPER|GEOROC|CITATION_ID|2796,,[2796] NOHDA S. (1988),NOHDA,1988,5
PAPER|GEOROC|CITATION_ID|16700,GEOROC,PAPER|GEOROC|CITATION_ID|16700,,[16700] OSADETZ K. G. (1988),OSADETZ,1988,5
PAPER|GEOROC|CITATION_ID|9304,GEOROC,PAPER|GEOROC|CITATION_ID|9304,,[9304] PAPEZIK V. S. (1988),PAPEZIK,1988,17
PAPER|GEOROC|CITATION_ID|4756,GEOROC,PAPER|GEOROC|CITATION_ID|4756,,[4756] PEATE D. W. (1988),PEATE,1988,15
