PAPER_ID,DATABASE,CV_GROUP_V4,PAPER_DOI,CITATION,PAPER_FIRST_AUTHOR,PAPER_YEAR,N_SAMPLES
PAPER|GEOROC|CITATION_ID|2871,GEOROC,PAPER|GEOROC|CITATION_ID|2871,,[2871] PICCIRILLO E. M. (1988),PICCIRILLO,1988,15
PAPER|GEOROC|CITATION_ID|14706,GEOROC,PAPER|GEOROC|CITATION_ID|14706,,[14706] RATCLIFFE N. M. (1988),RATCLIFFE,1988,6
PAPER|GEOROC|CITATION_ID|20,GEOROC,PAPER|GEOROC|CITATION_ID|20,,[20] RHODES J. M. (1988),RHODES,1988,16
PAPER|GEOROC|CITATION_ID|5486,GEOROC,PAPER|GEOROC|CITATION_ID|5486,,[5486] RYABCHIKOV I. D. (1988),RYABCHIKOV,1988,16
PAPER|GEOROC|CITATION_ID|2623,GEOROC,PAPER|GEOROC|CITATION_ID|2623,,[2623] RYAN J. G. (1988),RYAN,1988,10
PAPER|GEOROC|CITATION_ID|2870,GEOROC,PAPER|GEOROC|CITATION_ID|2870,,[2870] SECCO L. (1988),SECCO,1988,3
PAPER|GEOROC|CITATION_ID|4179,GEOROC,PAPER|GEOROC|CITATION_ID|4179,,[4179] SHUTO K. (1988),SHUTO,1988,8
PAPER|GEOROC|CITATION_ID|3761,GEOROC,PAPER|GEOROC|CITATION_ID|3761,,[3761] SMITH I. E. M. (1988),SMITH,1988,1
PAPER|PETDB|CITATION_SHA1|ae7caaa07be06772,PetDB,PAPER|PETDB|CITATION_SHA1|ae7caaa07be06772,,"Sobolev, A. V., Joron, J., ... Dmitriev, L. V. (1988). MANTLE HETEROGENEITY FROM TRACE ELEMENTS: MAR TRIPLE JUNCTION NEAR 14 DEGREE N. EARTH PLANET SCI LETT, 88, 27-36.",SOBOLEV,1988,6
PAPER|GEOROC|CITATION_ID|46,GEOROC,PAPER|GEOROC|CITATION_ID|46,,[46] SPENGLER S. (1988),SPENGLER,1988,15
PAPER|GEOROC|CITATION_ID|1001,GEOROC,PAPER|GEOROC|CITATION_ID|1001,,[1001] STOREY M. (1988),STOREY,1988,16
PAPER|GEOROC|CITATION_ID|1906,GEOROC,PAPER|GEOROC|CITATION_ID|1906,,[1906] SUBBARAO K. V. (1988),SUBBARAO,1988,8
PAPER|GEOROC|CITATION_ID|6781,GEOROC,PAPER|GEOROC|CITATION_ID|6781,,[6781] TATSUMI Y. (1988),TATSUMI,1988,13
PAPER|GEOROC|CITATION_ID|4197,GEOROC,PAPER|GEOROC|CITATION_ID|4197,,[4197] TSUCHIYA NOBUYUKI (1988),TSUCHIYA,1988,50
PAPER|GEOROC|CITATION_ID|4501,GEOROC,PAPER|GEOROC|CITATION_ID|4501,,[4501] TSUCHIYA NOBUYUKI (1988),TSUCHIYA,1988,13
PAPER|GEOROC|CITATION_ID|2138,GEOROC,PAPER|GEOROC|CITATION_ID|2138,,[2138] WAAGSTEIN R. (1988),WAAGSTEIN,1988,7
PAPER|GEOROC|CITATION_ID|49,GEOROC,PAPER|GEOROC|CITATION_ID|49,,[49] WEST H. B. (1988),WEST,1988,37
PAPER|GEOROC|CITATION_ID|2579,GEOROC,PAPER|GEOROC|CITATION_ID|2579,,[2579] WOODHEAD J. D. (1988),WOODHEAD,1988,5
PAPER|GEOROC|CITATION_ID|3966,GEOROC,PAPER|GEOROC|CITATION_ID|3966,,[3966] YAMAMOTO MASATSUGU (1988),YAMAMOTO,1988,24
PAPER|GEOROC|CITATION_ID|3228,GEOROC,PAPER|GEOROC|CITATION_ID|3228,,[3228] YANAGI T. (1988),YANAGI,1988,2
PAPER|GEOROC|CITATION_ID|14165,GEOROC,PAPER|GEOROC|CITATION_ID|14165,,[14165] ZBINDEN E. A. (1988),ZBINDEN,1988,78
PAPER|PETDB|CITATION_SHA1|91d2907d95100b75,PetDB,PAPER|PETDB|CITATION_SHA1|91d2907d95100b75,,"Allan, J. F., Michael, P. J., ... Chase, R. L. (1989). PETROLOGIC AND GEOLOGIC VARIATIONS ALONG THE SOUTHERN EXPLORER RIDGE, NORTHEAST PACIFIC OCEAN. J GEOPHYS RES, 94, 13895-13918.",ALLAN,1989,35
PAPER|GEOROC|CITATION_ID|8441,GEOROC,PAPER|GEOROC|CITATION_ID|8441,,[8441] AYALEW D.(1989)  [GeoReM [1235] ],AYALEW,1989,5
PAPER|GEOROC|CITATION_ID|2637,GEOROC,PAPER|GEOROC|CITATION_ID|2637,,[2637] BARKER F. (1989),BARKER,1989,12
PAPER|GEOROC|CITATION_ID|7438,GEOROC,PAPER|GEOROC|CITATION_ID|7438,,[7438] BERMUDEZ A. (1989),BERMUDEZ,1989,5
PAPER|GEOROC|CITATION_ID|2856,GEOROC,PAPER|GEOROC|CITATION_ID|2856,,[2856] BRANDON A. D. (1989),BRANDON,1989,33
PAPER|GEOROC|CITATION_ID|481,GEOROC,PAPER|GEOROC|CITATION_ID|481,,[481] CHAFFEY D. J. (1989),CHAFFEY,1989,48
PAPER|GEOROC|CITATION_ID|2815,GEOROC,PAPER|GEOROC|CITATION_ID|2815,,[2815] CHIESA S. (1989),CHIESA,1989,13
PAPER|PETDB|CITATION_SHA1|c3c3d55ee1bb430b,PetDB,PAPER|PETDB|CITATION_SHA1|c3c3d55ee1bb430b,,"Clarke, D. B., Cameron, B., ... Bates, J. L. (1989). EARLY TERTIARY BASALTS FROM THE LABRADOR SEA FLOOR AND DAVIS STRAIT. CAN J EARTH SCI, 26, 956-968.",CLARKE,1989,7
PAPER|GEOROC|CITATION_ID|614,GEOROC,PAPER|GEOROC|CITATION_ID|614,,[614] CULLEN A. B. (1989),CULLEN,1989,8
PAPER|GEOROC|CITATION_ID|1636,GEOROC,PAPER|GEOROC|CITATION_ID|1636,,[1636] DAVIES H. (1989),DAVIES,1989,3
PAPER|GEOROC|CITATION_ID|651,GEOROC,PAPER|GEOROC|CITATION_ID|651,,[651] DAVIES G. R. (1989),DAVIES,1989,9
PAPER|GEOROC|CITATION_ID|1271,GEOROC,PAPER|GEOROC|CITATION_ID|1271,,[1271] DUDOIGNON P. (1989),DUDOIGNON,1989,2
PAPER|GEOROC|CITATION_ID|1191,GEOROC,PAPER|GEOROC|CITATION_ID|1191,,[1191] DUPUY C. (1989),DUPUY,1989,34
PAPER|GEOROC|CITATION_ID|3383,GEOROC,PAPER|GEOROC|CITATION_ID|3383,,[3383] FALLOON T. J. (1989),FALLOON,1989,1
PAPER|PETDB|CITATION_SHA1|1b02433423c35bd7,PetDB,PAPER|PETDB|CITATION_SHA1|1b02433423c35bd7,,"Fisher, R. L., Le Roex, A. P., ... Dick, H. J. B. (1989). PETROLOGY AND GEOCHEMISTRY OF MORB FROM 25 DEGREE E TO 46 DEGREE E ALONG THE  SOUTHWEST INDIAN RIDGE: EVIDENCE FOR CONTRASTING STYLES OF MANTLE ENRICHMENT. J PETROL, 30, 947-986.",FISHER,1989,28
PAPER|GEOROC|CITATION_ID|16,GEOROC,PAPER|GEOROC|CITATION_ID|16,,[16] GARCIA M. O. (1989),GARCIA,1989,37
PAPER|GEOROC|CITATION_ID|17427,GEOROC,PAPER|GEOROC|CITATION_ID|17427,,[17427] GARCIA MORAL R. (1989),GARCIA,1989,27
PAPER|GEOROC|CITATION_ID|223,GEOROC,PAPER|GEOROC|CITATION_ID|223,,[223] GARCIA M. O. (1989),GARCIA,1989,22
PAPER|GEOROC|CITATION_ID|4335,GEOROC,PAPER|GEOROC|CITATION_ID|4335,,[4335] GENBUDO RESEARCH GROUP (1989),GENBUDO,1989,3
PAPER|GEOROC|CITATION_ID|15901,GEOROC,PAPER|GEOROC|CITATION_ID|15901,,[15901] GREENOUGH J. D. (1989),GREENOUGH,1989,25
PAPER|GEOROC|CITATION_ID|10437,GEOROC,PAPER|GEOROC|CITATION_ID|10437,,[10437] HELGASON J. (1989),HELGASON,1989,10
PAPER|GEOROC|CITATION_ID|3831,GEOROC,PAPER|GEOROC|CITATION_ID|3831,,[3831] HICKEY-VARGAS R. (1989),HICKEYVARGAS,1989,13
PAPER|GEOROC|CITATION_ID|3067,GEOROC,PAPER|GEOROC|CITATION_ID|3067,,[3067] HOGG A. J. (1989),HOGG,1989,15
PAPER|PETDB|CITATION_SHA1|34bbb3b6f8a8e2e1,PetDB,PAPER|PETDB|CITATION_SHA1|34bbb3b6f8a8e2e1,,"Humler, E., Al'mukhamedov, A., ... Juteau, T. (1989). PETROLOGY AND GEOCHEMISTRY OF BASALTS FROM THE RED SEA AXIAL RIFT AT 18 DEGREE N. J PETROL, 30, 791-839.",HUMLER,1989,32
PAPER|PETDB|CITATION_SHA1|9f9fcb0b979bbec7,PetDB,PAPER|PETDB|CITATION_SHA1|9f9fcb0b979bbec7,,"Humphris, S. E., Thompson, G., ... Bryan, W. B. (1989). AXIAL VOLCANISM ON THE EAST PACIFIC RISE, 10-12 DEGREE N. GEOL SOC LONDON SPEC PUB, 42, 181-200.",HUMPHRIS,1989,148
PAPER|GEOROC|CITATION_ID|3989,GEOROC,PAPER|GEOROC|CITATION_ID|3989,,[3989] LARSEN L. M. (1989),LARSEN,1989,46
PAPER|GEOROC|CITATION_ID|1265,GEOROC,PAPER|GEOROC|CITATION_ID|1265,,[1265] LIPMAN P. W. (1989),LIPMAN,1989,2
PAPER|GEOROC|CITATION_ID|3310,GEOROC,PAPER|GEOROC|CITATION_ID|3310,,[3310] LUM C. C. L. (1989),LUM,1989,8
PAPER|GEOROC|CITATION_ID|338,GEOROC,PAPER|GEOROC|CITATION_ID|338,,[338] MAALOE S. (1989),MAALOE,1989,7
PAPER|GEOROC|CITATION_ID|13527,GEOROC,PAPER|GEOROC|CITATION_ID|13527,,[13527] MARQUES L. S. (1989),MARQUES,1989,81
PAPER|PETDB|CITATION_SHA1|e93280025a898221,PetDB,PAPER|PETDB|CITATION_SHA1|e93280025a898221,,"Natland, J. H. (1989). PARTIAL MELTING OF A LITHOLOGICALLY HETEROGENEOUS MANTLE: INFERENCES FROM CRYSTALLIZATION HISTORIES OF MAGNESIAN ABYSSAL THOLEIITES FROM THE SIQUEIROS FRACTURE ZONE. GEOL SOC LONDON SPEC PUB, 42, 41-70.",NATLAND,1989,2
PAPER|GEOROC|CITATION_ID|14039,GEOROC,PAPER|GEOROC|CITATION_ID|14039,,[14039] OBA Y. (1989),OBA,1989,2
PAPER|GEOROC|CITATION_ID|2129,GEOROC,PAPER|GEOROC|CITATION_ID|2129,,[2129] PACES J. B. (1989),PACES,1989,13
PAPER|GEOROC|CITATION_ID|2654,GEOROC,PAPER|GEOROC|CITATION_ID|2654,,[2654] PICCIRILLO E. M. (1989),PICCIRILLO,1989,56
PAPER|PETDB|CITATION_SHA1|740d864cc624f4be,PetDB,PAPER|PETDB|CITATION_SHA1|740d864cc624f4be,,"Poreda, R. J., Bloomer, S. H., ... Natland, J. H. (1989). ISOTOPIC AND GEOCHEMICAL PROVINCES OF THE WESTERN INDIAN OCEAN SPREADING CENTERS. J GEOPHYS RES, 94, 4033-4052.",POREDA,1989,1
PAPER|GEOROC|CITATION_ID|725,GEOROC,PAPER|GEOROC|CITATION_ID|725,,[725] ROCHA DE MACEDO J. (1989),ROCHA,1989,1
PAPER|GEOROC|CITATION_ID|2830,GEOROC,PAPER|GEOROC|CITATION_ID|2830,,[2830] ROSS M. E. (1989),ROSS,1989,4
PAPER|GEOROC|CITATION_ID|1897,GEOROC,PAPER|GEOROC|CITATION_ID|1897,,[1897] SRIVASTAVA R. K. (1989),SRIVASTAVA,1989,13
PAPER|GEOROC|CITATION_ID|4261,GEOROC,PAPER|GEOROC|CITATION_ID|4261,,[4261] TAMURA S. (1989),TAMURA,1989,5
PAPER|GEOROC|CITATION_ID|6205,GEOROC,PAPER|GEOROC|CITATION_ID|6205,,[6205] TSUCHIYA NOBUYUKI (1989),TSUCHIYA,1989,22
PAPER|GEOROC|CITATION_ID|7476,GEOROC,PAPER|GEOROC|CITATION_ID|7476,,[7476] UJIIE M. (1989),UJIIE,1989,1
PAPER|PETDB|CITATION_SHA1|5c628296823b87d2,PetDB,PAPER|PETDB|CITATION_SHA1|5c628296823b87d2,,"Waggoner, D. G. (1989). AN ISOTOPIC AND TRACE ELEMENT STUDY OF MANTLE HETEROGENEITY BENEATH THE NORWEGIAN-GREENLAND SEA. THESIS OR DISSERTATION, DOCTORAL, URI; MONOGRAPHIC",WAGGONER,1989,7
PAPER|GEOROC|CITATION_ID|2435,GEOROC,PAPER|GEOROC|CITATION_ID|2435,,[2435] WOODHEAD J. D. (1989),WOODHEAD,1989,14
PAPER|GEOROC|CITATION_ID|756,GEOROC,PAPER|GEOROC|CITATION_ID|756,,[756] WOODHEAD J. D. (1989),WOODHEAD,1989,18
PAPER|GEOROC|CITATION_ID|5094,GEOROC,PAPER|GEOROC|CITATION_ID|5094,,[5094] YASHIMA R. (1989),YASHIMA,1989,6
PAPER|PETDB|CITATION_SHA1|4137ab9bdfe80d30,PetDB,PAPER|PETDB|CITATION_SHA1|4137ab9bdfe80d30,,"Yonover, R. N. (1989). PETROLOGICAL EFFECTS OF RIFT FAILURE AT THE GALAPAGOS SPREADING CENTER NEAR 95.5 DEGREE W. INCLUDING ANALYSES OF GLASS INCLUSIONS BY LASER MASS SPECTROMETRY AND ION MICROPROBE. THESIS OR DISSERTATION, DOCTORAL, UNIV HAWAII; MONOGRAPHIC",YONOVER,1989,5
PAPER|GEOROC|CITATION_ID|11821,GEOROC,PAPER|GEOROC|CITATION_ID|11821,,[11821] ZHU BING-QUAN (1989),ZHU,1989,22
PAPER|GEOROC|CITATION_ID|1212,GEOROC,PAPER|GEOROC|CITATION_ID|1212,,[1212] BARLING J.(1990)  [GeoReM [221] ],BARLING,1990,3
PAPER|GEOROC|CITATION_ID|14290,GEOROC,PAPER|GEOROC|CITATION_ID|14290,,[14290] BELLIENI G. (1990),BELLIENI,1990,25
PAPER|GEOROC|CITATION_ID|3924,GEOROC,PAPER|GEOROC|CITATION_ID|3924,,[3924] BOESPFLUG X. (1990),BOESPFLUG,1990,5
PAPER|GEOROC|CITATION_ID|1448,GEOROC,PAPER|GEOROC|CITATION_ID|1448,,[1448] CARRACEDO J. C. (1990),CARRACEDO,1990,36
PAPER|GEOROC|CITATION_ID|322,GEOROC,PAPER|GEOROC|CITATION_ID|322,,[322] CHEN CHU-YUNG (1990),CHEN,1990,17
PAPER|GEOROC|CITATION_ID|1254,GEOROC,PAPER|GEOROC|CITATION_ID|1254,,[1254] CLAGUE D. A. (1990),CLAGUE,1990,59
PAPER|GEOROC|CITATION_ID|901,GEOROC,PAPER|GEOROC|CITATION_ID|901,,[901] COUSENS B. L. (1990),COUSENS,1990,4
PAPER|GEOROC|CITATION_ID|11453,GEOROC,PAPER|GEOROC|CITATION_ID|11453,,[11453] CRAWFORD A. J. (1990),CRAWFORD,1990,18
PAPER|GEOROC|CITATION_ID|1457,GEOROC,PAPER|GEOROC|CITATION_ID|1457,,[1457] DEVEY C. W. (1990),DEVEY,1990,8
PAPER|GEOROC|CITATION_ID|14263,GEOROC,PAPER|GEOROC|CITATION_ID|14263,,[14263] FODOR R. V. (1990),FODOR,1990,29
PAPER|GEOROC|CITATION_ID|6338,GEOROC,PAPER|GEOROC|CITATION_ID|6338,,[6338] FRENZEL G. (1990),FRENZEL,1990,26
PAPER|GEOROC|CITATION_ID|41,GEOROC,PAPER|GEOROC|CITATION_ID|41,,[41] FREY F. A. (1990),FREY,1990,52
PAPER|GEOROC|CITATION_ID|3760,GEOROC,PAPER|GEOROC|CITATION_ID|3760,,[3760] GAMBLE J. A. (1990),GAMBLE,1990,6
PAPER|GEOROC|CITATION_ID|999,GEOROC,PAPER|GEOROC|CITATION_ID|999,,[999] GAUTIER I. (1990),GAUTIER,1990,25
PAPER|GEOROC|CITATION_ID|2479,GEOROC,PAPER|GEOROC|CITATION_ID|2479,,[2479] GILL J. B. (1990),GILL,1990,2
PAPER|GEOROC|CITATION_ID|1249,GEOROC,PAPER|GEOROC|CITATION_ID|1249,,[1249] GUILLOU H. (1990),GUILLOU,1990,10
PAPER|GEOROC|CITATION_ID|5095,GEOROC,PAPER|GEOROC|CITATION_ID|5095,,[5095] HAKASEYAMA COLLABORATIVE RESEARCH GROUP  (1990),HAKASEYAMA,1990,10
PAPER|GEOROC|CITATION_ID|2878,GEOROC,PAPER|GEOROC|CITATION_ID|2878,,[2878] HARRIS C. (1990),HARRIS,1990,26
PAPER|GEOROC|CITATION_ID|2430,GEOROC,PAPER|GEOROC|CITATION_ID|2430,,[2430] HAWKINS J. W. JR. (1990),HAWKINS,1990,48
PAPER|GEOROC|CITATION_ID|2864,GEOROC,PAPER|GEOROC|CITATION_ID|2864,,[2864] HOOPER P. R. (1990),HOOPER,1990,49
PAPER|PETDB|CITATION_SHA1|41eb0e8d2e90a994,PetDB,PAPER|PETDB|CITATION_SHA1|41eb0e8d2e90a994,,"Humphris, S. E., Thompson, G., ... Bryan, W. B. (1990). MORPHOLOGY, GEOCHEMISTRY, AND EVOLUTION OF SEROCKI VOLCANO. PROC ODP, SCI RESULTS, 106/109, 67-84.",HUMPHRIS,1990,52
PAPER|GEOROC|CITATION_ID|408,GEOROC,PAPER|GEOROC|CITATION_ID|408,,[408] JAMBON A. (1990),JAMBON,1990,4
PAPER|GEOROC|CITATION_ID|4129,GEOROC,PAPER|GEOROC|CITATION_ID|4129,,[4129] KAGAMI H. (1990),KAGAMI,1990,1
PAPER|GEOROC|CITATION_ID|6823,GEOROC,PAPER|GEOROC|CITATION_ID|6823,,[6823] KAKUBUCHI S. (1990),KAKUBUCHI,1990,7
PAPER|GEOROC|CITATION_ID|10488,GEOROC,PAPER|GEOROC|CITATION_ID|10488,,[10488] KAWAMOTO T. (1990),KAWAMOTO,1990,12
PAPER|GEOROC|CITATION_ID|10315,GEOROC,PAPER|GEOROC|CITATION_ID|10315,,[10315] LE MASURIER W. E. (1990),LE,1990,32
PAPER|GEOROC|CITATION_ID|1415,GEOROC,PAPER|GEOROC|CITATION_ID|1415,,[1415] LEOTOT C. (1990),LEOTOT,1990,4
PAPER|GEOROC|CITATION_ID|1896,GEOROC,PAPER|GEOROC|CITATION_ID|1896,,[1896] LIGHTFOOT P. C. (1990),LIGHTFOOT,1990,33
PAPER|GEOROC|CITATION_ID|2412,GEOROC,PAPER|GEOROC|CITATION_ID|2412,,[2412] LIGHTFOOT P. C. (1990),LIGHTFOOT,1990,44
PAPER|PETDB|CITATION_SHA1|93c2c53132d98c42,PetDB,PAPER|PETDB|CITATION_SHA1|93c2c53132d98c42,,"Liias, R. A., Rhodes, J. M., ... Delaney, J. R. (1990). SPATIAL AND TEMPORAL EVOLUTION OF MAGMATIC SYSTEMS BENEATH THE ENDEAVOR SEGMENT, JUAN DE FUCA RIDGE: TECTONIC AND PETROLOGIC CONSTRAINTS. J GEOPHYS RES, 95, 19235-19256.",LIIAS,1990,17
PAPER|PETDB|CITATION_SHA1|a0ead0f2367e53b6,PetDB,PAPER|PETDB|CITATION_SHA1|a0ead0f2367e53b6,,"Liias, R. A., Rhodes, J. M., ... Morgan, C. (1990). GEOCHEMISTRY OF AXIAL SEAMOUNT LAVAS: MAGMATIC RELATIONSHIP BETWEEN THE COBB HOTSPOT AND THE JUAN DE FUCA RIDGE. J GEOPHYS RES, 95, 12713-12733.",LIIAS,1990,36
PAPER|GEOROC|CITATION_ID|32,GEOROC,PAPER|GEOROC|CITATION_ID|32,,[32] LIPMAN P. W. (1990),LIPMAN,1990,18
PAPER|GEOROC|CITATION_ID|1112,GEOROC,PAPER|GEOROC|CITATION_ID|1112,,[1112] MACDONALD R. (1990),MACDONALD,1990,9
PAPER|GEOROC|CITATION_ID|3364,GEOROC,PAPER|GEOROC|CITATION_ID|3364,,[3364] MAZAROVICH A. O. (1990),MAZAROVICH,1990,22
PAPER|GEOROC|CITATION_ID|1508,GEOROC,PAPER|GEOROC|CITATION_ID|1508,,[1508] MCGARVIE D. W. (1990),MCGARVIE,1990,6
PAPER|PETDB|CITATION_SHA1|2e6b492596f99bb1,PetDB,PAPER|PETDB|CITATION_SHA1|2e6b492596f99bb1,,"Michael, P. J., Mcconachy, T. F., ... Chase, R. L. (1990). SULPHIDE DEPOSITS, TECTONICS AND PETROGENESIS OF SOUTHERN EXPLORER RIDGE, NORTHEAST PACIFIC OCEAN. , 710-733.",MICHAEL,1990,1
PAPER|GEOROC|CITATION_ID|321,GEOROC,PAPER|GEOROC|CITATION_ID|321,,[321] MOORE J. G. (1990),MOORE,1990,10
PAPER|GEOROC|CITATION_ID|4140,GEOROC,PAPER|GEOROC|CITATION_ID|4140,,[4140] NAGAO TAKASHI (1990),NAGAO,1990,13
PAPER|GEOROC|CITATION_ID|4342,GEOROC,PAPER|GEOROC|CITATION_ID|4342,,[4342] NAGAO TAKASHI (1990),NAGAO,1990,2
PAPER|GEOROC|CITATION_ID|3658,GEOROC,PAPER|GEOROC|CITATION_ID|3658,,[3658] NAKAMURA E. (1990),NAKAMURA,1990,5
PAPER|GEOROC|CITATION_ID|17908,GEOROC,PAPER|GEOROC|CITATION_ID|17908,,[17908] NELSON D. O. (1990),NELSON,1990,24
PAPER|GEOROC|CITATION_ID|12107,GEOROC,PAPER|GEOROC|CITATION_ID|12107,,[12107] OHTA T. (1990),OHTA,1990,2
PAPER|GEOROC|CITATION_ID|14766,GEOROC,PAPER|GEOROC|CITATION_ID|14766,,[14766] OLIVEIRA E. P. (1990),OLIVEIRA,1990,10
PAPER|PETDB|CITATION_SHA1|fafc87703ee70c44,PetDB,PAPER|PETDB|CITATION_SHA1|fafc87703ee70c44,,"Park, K. H., Staudigel, H. (1990). RADIOGENIC ISOTOPE RATIOS AND INITIAL SEAFLOOR ALTERATION IN SUBMARINE SEROCKI VOLCANO BASALTS. PROC ODP, SCI RESULTS, 106/109, 117-121.",PARK,1990,10
PAPER|GEOROC|CITATION_ID|2655,GEOROC,PAPER|GEOROC|CITATION_ID|2655,,[2655] PICCIRILLO E. M. (1990),PICCIRILLO,1990,14
PAPER|GEOROC|CITATION_ID|10062,GEOROC,PAPER|GEOROC|CITATION_ID|10062,,[10062] PRESTVIK T. (1990),PRESTVIK,1990,6
PAPER|GEOROC|CITATION_ID|17014,GEOROC,PAPER|GEOROC|CITATION_ID|17014,,[17014] SHIMAZU M. (1990),SHIMAZU,1990,4
PAPER|GEOROC|CITATION_ID|3409,GEOROC,PAPER|GEOROC|CITATION_ID|3409,,[3409] SHUTO K. (1990),SHUTO,1990,37
PAPER|GEOROC|CITATION_ID|2431,GEOROC,PAPER|GEOROC|CITATION_ID|2431,,[2431] STERN R. J. (1990),STERN,1990,12
PAPER|GEOROC|CITATION_ID|3597,GEOROC,PAPER|GEOROC|CITATION_ID|3597,,[3597] SUNKEL G. (1990),SUNKEL,1990,8
PAPER|GEOROC|CITATION_ID|1589,GEOROC,PAPER|GEOROC|CITATION_ID|1589,,[1589] TATSUMI Y. (1990),TATSUMI,1990,5
PAPER|PETDB|CITATION_SHA1|4c07720a89af3f81,PetDB,PAPER|PETDB|CITATION_SHA1|4c07720a89af3f81,,"Treuil, M., Loubet, M., ... Di Donato, G. (1990). GEOCHEMISTRY OF ZERO-AGE N-MORB FROM HOLE 648B, ODP LEGS 106-109, MAR, 22 DEG N. PROC ODP, SCI RESULTS, 106/109, 57-65.",TREUIL,1990,6
PAPER|GEOROC|CITATION_ID|1521,GEOROC,PAPER|GEOROC|CITATION_ID|1521,,[1521] TROENNES R. G. (1990),TROENNES,1990,101
PAPER|GEOROC|CITATION_ID|591,GEOROC,PAPER|GEOROC|CITATION_ID|591,,[591] VICENZI E. P. (1990),VICENZI,1990,9
PAPER|GEOROC|CITATION_ID|4805,GEOROC,PAPER|GEOROC|CITATION_ID|4805,,[4805] YAMAGUCHI T. (1990),YAMAGUCHI,1990,3
PAPER|GEOROC|CITATION_ID|996,GEOROC,PAPER|GEOROC|CITATION_ID|996,,[996] ALIBERT C. (1991),ALIBERT,1991,1
PAPER|GEOROC|CITATION_ID|14774,GEOROC,PAPER|GEOROC|CITATION_ID|14774,,[14774] BERTRAND H. (1991),BERTRAND,1991,26
PAPER|GEOROC|CITATION_ID|17909,GEOROC,PAPER|GEOROC|CITATION_ID|17909,,[17909] BOILY M. (1991),BOILY,1991,10
PAPER|GEOROC|CITATION_ID|313,GEOROC,PAPER|GEOROC|CITATION_ID|313,,[313] CHEN CHU-YUNG (1991),CHEN,1991,22
PAPER|GEOROC|CITATION_ID|225,GEOROC,PAPER|GEOROC|CITATION_ID|225,,[225] CLAGUE D. A. (1991),CLAGUE,1991,2
PAPER|GEOROC|CITATION_ID|520,GEOROC,PAPER|GEOROC|CITATION_ID|520,,[520] CLIFF R. A. (1991),CLIFF,1991,13
PAPER|GEOROC|CITATION_ID|3162,GEOROC,PAPER|GEOROC|CITATION_ID|3162,,[3162] DAUX V. (1991),DAUX,1991,5
PAPER|GEOROC|CITATION_ID|1895,GEOROC,PAPER|GEOROC|CITATION_ID|1895,,[1895] DEVEY C. W. (1991),DEVEY,1991,6
PAPER|GEOROC|CITATION_ID|69,GEOROC,PAPER|GEOROC|CITATION_ID|69,,[69] DIXON J. E. (1991),DIXON,1991,33
PAPER|GEOROC|CITATION_ID|9635,GEOROC,PAPER|GEOROC|CITATION_ID|9635,,[9635] FAN QICHENG (1991),FAN,1991,4
PAPER|GEOROC|CITATION_ID|40,GEOROC,PAPER|GEOROC|CITATION_ID|40,,[40] FREY F. A. (1991),FREY,1991,38
PAPER|GEOROC|CITATION_ID|998,GEOROC,PAPER|GEOROC|CITATION_ID|998,,[998] FREY F. A. (1991),FREY,1991,72
PAPER|GEOROC|CITATION_ID|4341,GEOROC,PAPER|GEOROC|CITATION_ID|4341,,[4341] FUJIMAKI H. (1991),FUJIMAKI,1991,20
PAPER|GEOROC|CITATION_ID|1155,GEOROC,PAPER|GEOROC|CITATION_ID|1155,,[1155] GURENKO A. A. (1991),GURENKO,1991,1
PAPER|GEOROC|CITATION_ID|2107,GEOROC,PAPER|GEOROC|CITATION_ID|2107,,[2107] HALD N. (1991),HALD,1991,24
PAPER|GEOROC|CITATION_ID|939,GEOROC,PAPER|GEOROC|CITATION_ID|939,,[939] HANSTEEN T. H. (1991),HANSTEEN,1991,1
PAPER|GEOROC|CITATION_ID|2948,GEOROC,PAPER|GEOROC|CITATION_ID|2948,,[2948] HERGT J. M. (1991),HERGT,1991,7
PAPER|GEOROC|CITATION_ID|3421,GEOROC,PAPER|GEOROC|CITATION_ID|3421,,[3421] HILDRETH W. (1991),HILDRETH,1991,23
PAPER|GEOROC|CITATION_ID|1216,GEOROC,PAPER|GEOROC|CITATION_ID|1216,,[1216] HOERNLE K. A. (1991),HOERNLE,1991,5
PAPER|GEOROC|CITATION_ID|2949,GEOROC,PAPER|GEOROC|CITATION_ID|2949,,[2949] IACUMIN P. (1991),IACUMIN,1991,85
PAPER|GEOROC|CITATION_ID|4637,GEOROC,PAPER|GEOROC|CITATION_ID|4637,,[4637] IWAMORI H. (1991),IWAMORI,1991,22
PAPER|GEOROC|CITATION_ID|1178,GEOROC,PAPER|GEOROC|CITATION_ID|1178,,[1178] JORON J.-L. (1991),JORON,1991,8
PAPER|GEOROC|CITATION_ID|9778,GEOROC,PAPER|GEOROC|CITATION_ID|9778,,[9778] LEWIS J. F. (1991),LEWIS,1991,20
PAPER|GEOROC|CITATION_ID|2104,GEOROC,PAPER|GEOROC|CITATION_ID|2104,,[2104] LIGHTFOOT P. C. (1991),LIGHTFOOT,1991,15
PAPER|GEOROC|CITATION_ID|3995,GEOROC,PAPER|GEOROC|CITATION_ID|3995,,[3995] LOPEZ-ESCOBAR L. (1991),LOPEZESCOBAR,1991,2
