accuracy,balanced_accuracy,macro_f1,weighted_f1
0.8283206952372838,0.6974165607460819,0.6930439601657262,0.8289667464253825
0.8149512814214361,0.652014554774661,0.64258431904588,0.8136211426587987
0.8394586999926051,0.6499107729178044,0.6409586173150247,0.8417410094708668
0.8087722357865365,0.6600238931339916,0.6415469584251597,0.8138680529974931
0.8088012139605463,0.7081222961014804,0.6866072430719621,0.8034445225269468
0.8441176470588235,0.7122449679468461,0.7079963737984172,0.845308848771983
0.8198478024537972,0.6137827656545916,0.6137724034607039,0.8194073959359891
0.8510198326910424,0.7659017531843709,0.7232034349966605,0.8529151146753782
0.809788267962513,0.728521254750135,0.7082115036775161,0.8119778201960638
0.8175182481751825,0.7212954630633654,0.6912449974890666,0.8148964896085907
0.8333068867026341,0.7025353205958336,0.7053443400351369,0.8337971020192074
0.8457873620862588,0.7343938279028308,0.7093348511365116,0.8472472810749782
0.8101825710521363,0.6931413780577518,0.7004474062318167,0.8081146880876038
0.8310218667574236,0.6595090945722081,0.6521814680711471,0.8342935094735285
0.8272048397769165,0.7249453617853808,0.7163317674724774,0.8268047564417199
0.8397157520726412,0.7075726323541807,0.6853356094680494,0.8436859297119712
0.8360036275695284,0.6678070544217006,0.6185160481269514,0.844535451911022
0.788828863592514,0.6333510697246448,0.6312429622760918,0.786686733702906
0.832470508359501,0.7481798397917605,0.708748467162589,0.8348997350277443
0.8390522158841597,0.7922814619465597,0.6840504965702097,0.8462277488681641
0.78623681524328,0.679437532332064,0.6597364160530775,0.7856356324506861
0.8166484318016046,0.7076257107916204,0.7051076403864435,0.8152895361361981
0.8470043085927973,0.6887594662487604,0.6752445925132384,0.8489068310172959
0.8346924304201383,0.7004911483021761,0.7016793247080781,0.8332011167652337
0.832274459974587,0.6920207346077843,0.6707442688538134,0.83680627472
0.8408607863974495,0.6974786833616583,0.6908992342664068,0.8428902361065187
0.8552763101527917,0.7299364300750365,0.7161076488632003,0.8545837041391616
0.8333754102499369,0.694670406030524,0.6567028720244696,0.8329727364885011
0.8405797101449275,0.7082920779907192,0.7038936280779123,0.841496644103035
